,estacao,data_medicao,ano,mes,precipitacao,temperatura_max_media,temperatura_media_compensada,temperatura_min_media,umidade_relativa_ar_media
277,CRUZ ALTA,2015-02-28,2015,2,152.0,29.303571,23.239286,18.871429,87.839286
278,CRUZ ALTA,2015-03-31,2015,3,115.0,29.241935,22.445806,17.780645,86.387097
279,CRUZ ALTA,2015-04-30,2015,4,227.4,26.333333,19.645333,15.34,87.183333
280,CRUZ ALTA,2015-05-31,2015,5,227.0,22.064516,16.482581,12.922581,91.951613
281,CRUZ ALTA,2015-06-30,2015,6,284.6,20.25,14.791333,10.98,92.491667
282,CRUZ ALTA,2015-07-31,2015,7,272.9,19.041935,14.030968,10.567742,94.185484
283,CRUZ ALTA,2015-08-31,2015,8,94.6,24.854839,18.573548,14.625806,85.612903
284,CRUZ ALTA,2015-09-30,2015,9,169.8,23.783333,16.976,12.523333,86.666667
285,CRUZ ALTA,2015-10-31,2015,10,213.5,24.845161,18.934194,14.658065,
286,CRUZ ALTA,2015-11-30,2015,11,208.5,26.366667,20.469333,15.96,
287,CRUZ ALTA,2015-12-31,2015,12,490.9,27.854839,22.589032,18.774194,
288,CRUZ ALTA,2016-01-31,2016,1,212.9,30.903226,24.939355,19.980645,
289,CRUZ ALTA,2016-02-29,2016,2,91.0,30.515385,24.406923,20.226923,
290,CRUZ ALTA,2016-03-31,2016,3,267.6,27.037037,21.093333,16.962963,
291,CRUZ ALTA,2016-04-30,2016,4,,,,,
292,CRUZ ALTA,2016-05-31,2016,5,,19.115385,13.86,10.753846,
293,CRUZ ALTA,2016-06-30,2016,6,,17.423077,11.056923,6.784615,
294,CRUZ ALTA,2016-07-31,2016,7,,19.423077,13.212308,9.307692,
295,CRUZ ALTA,2016-08-31,2016,8,55.0,21.592593,15.48,11.266667,
296,CRUZ ALTA,2016-09-30,2016,9,55.8,22.25,15.299231,9.892308,
297,CRUZ ALTA,2016-10-31,2016,10,,24.942308,18.739231,14.553846,
298,CRUZ ALTA,2016-11-30,2016,11,,28.134615,21.216154,15.630769,
299,CRUZ ALTA,2016-12-31,2016,12,,29.740741,23.613333,19.02963,
300,CRUZ ALTA,2017-01-31,2017,1,,29.25,23.560769,19.415385,
301,CRUZ ALTA,2017-02-28,2017,2,122.6,30.229167,23.895833,19.758333,
302,CRUZ ALTA,2017-03-31,2017,3,,28.814815,22.204444,18.022222,
303,CRUZ ALTA,2017-04-30,2017,4,,24.192,18.464,14.592,
304,CRUZ ALTA,2017-05-31,2017,5,,,,,
305,CRUZ ALTA,2017-06-30,2017,6,,20.115385,14.632308,11.069231,
306,CRUZ ALTA,2017-07-31,2017,7,,22.638462,15.224615,10.692308,
307,CRUZ ALTA,2017-08-31,2017,8,,23.314815,16.39037,11.807407,
308,CRUZ ALTA,2017-09-30,2017,9,,26.211538,19.834615,15.892308,
309,CRUZ ALTA,2017-10-31,2017,10,,25.48,19.5088,15.248,
310,CRUZ ALTA,2017-11-30,2017,11,,28.65,21.65,16.092308,
311,CRUZ ALTA,2017-12-31,2017,12,,30.823077,24.044615,18.638462,
312,CRUZ ALTA,2018-01-31,2018,1,,28.942308,23.325385,19.4,
313,CRUZ ALTA,2018-02-28,2018,2,,28.75,22.296667,17.666667,
314,CRUZ ALTA,2018-03-31,2018,3,,27.944444,21.731111,17.288889,
315,CRUZ ALTA,2018-04-30,2018,4,,28.8,22.1424,17.896,
316,CRUZ ALTA,2018-05-31,2018,5,,23.62963,17.308148,13.674074,
317,CRUZ ALTA,2018-06-30,2018,6,,,,,
318,CRUZ ALTA,2018-07-31,2018,7,,18.5,13.136923,9.861538,
319,CRUZ ALTA,2018-08-31,2018,8,,18.522222,12.717778,8.748148,
320,CRUZ ALTA,2018-09-30,2018,9,,23.58,18.0136,14.008,
321,CRUZ ALTA,2018-10-31,2018,10,,25.519231,19.500769,15.348148,
322,CRUZ ALTA,2018-11-30,2018,11,,29.403846,22.856154,17.869231,
323,CRUZ ALTA,2018-12-31,2018,12,,30.0,23.403077,18.692308,
324,CRUZ ALTA,2019-01-31,2019,1,,30.759259,25.094074,21.214815,
325,CRUZ ALTA,2019-02-28,2019,2,177.7,29.375,23.075,17.9,
326,CRUZ ALTA,2019-03-31,2019,3,,27.480769,21.396154,17.088889,
327,CRUZ ALTA,2019-04-30,2019,4,,27.096154,21.093077,17.2,
328,CRUZ ALTA,2019-05-31,2019,5,,21.857143,17.63037,14.977778,
329,CRUZ ALTA,2019-06-30,2019,6,,23.5,17.2472,12.824,
330,CRUZ ALTA,2019-07-31,2019,7,,18.688889,13.140741,9.511111,
331,CRUZ ALTA,2019-08-31,2019,8,,22.018519,14.877778,10.051852,
332,CRUZ ALTA,2019-09-30,2019,9,,,,,
333,CRUZ ALTA,2019-10-31,2019,10,253.8,26.777778,20.715556,16.044444,
334,CRUZ ALTA,2019-11-30,2019,11,170.7,29.480769,23.023846,17.923077,
335,CRUZ ALTA,2019-12-31,2019,12,,32.307692,24.989231,19.353846,
336,CRUZ ALTA,2020-01-31,2020,1,162.5,29.814815,23.924444,19.622222,
337,CRUZ ALTA,2020-02-29,2020,2,,29.22,23.1848,18.576,
338,CRUZ ALTA,2020-03-31,2020,3,,31.961538,24.378462,18.861538,
339,CRUZ ALTA,2020-04-30,2020,4,,25.903846,18.636154,13.215385,
340,CRUZ ALTA,2020-05-31,2020,5,,22.212,15.432308,11.124,
341,CRUZ ALTA,2020-06-30,2020,6,,,,,
342,CRUZ ALTA,2020-07-31,2020,7,280.0,,,,
343,CRUZ ALTA,2020-08-31,2020,8,,20.773684,14.515294,10.652632,
344,CRUZ ALTA,2020-09-30,2020,9,,23.992308,17.693077,12.623077,
345,CRUZ ALTA,2020-10-31,2020,10,,27.42963,20.459259,15.218519,
346,CRUZ ALTA,2020-11-30,2020,11,,29.264,22.0528,16.224,
347,CRUZ ALTA,2020-12-31,2020,12,118.3,30.392593,23.745185,18.459259,
348,CRUZ ALTA,2021-01-31,2021,1,,28.653846,23.4696,19.315385,
349,CRUZ ALTA,2021-02-28,2021,2,,28.35,22.63,18.116667,
350,CRUZ ALTA,2021-03-31,2021,3,,28.481481,22.391111,17.837037,
351,CRUZ ALTA,2021-04-30,2021,4,,25.730769,19.816923,14.746154,
352,CRUZ ALTA,2021-05-31,2021,5,,21.076923,14.999231,10.676923,
353,CRUZ ALTA,2021-06-30,2021,6,,17.730769,13.6544,9.696154,
354,CRUZ ALTA,2021-07-31,2021,7,,19.848148,13.168148,8.066667,
355,CRUZ ALTA,2021-08-31,2021,8,,22.253846,16.357692,11.761538,
356,CRUZ ALTA,2021-09-30,2021,9,150.2,22.776923,17.566154,13.176923,
357,CRUZ ALTA,2021-10-31,2021,10,,24.484211,18.582105,13.521053,
358,CRUZ ALTA,2021-11-30,2021,11,34.7,29.5,22.803846,16.592308,
359,CRUZ ALTA,2021-12-31,2021,12,45.9,31.830769,24.246154,17.438462,
360,PASSO FUNDO,2007-01-31,2007,1,260.7,27.777419,22.283871,18.064516,77.08871
361,PASSO FUNDO,2007-02-28,2007,2,126.8,27.546429,21.751429,17.464286,75.580357
362,PASSO FUNDO,2007-03-31,2007,3,198.7,28.219355,22.225806,18.141935,77.596774
363,PASSO FUNDO,2007-04-30,2007,4,254.5,25.4,19.406667,15.273333,75.575
364,PASSO FUNDO,2007-05-31,2007,5,295.3,17.664516,12.644516,9.1,79.120968
365,PASSO FUNDO,2007-06-30,2007,6,68.3,19.143333,13.844,10.246667,75.675
366,PASSO FUNDO,2007-07-31,2007,7,325.7,16.232258,10.598065,6.422581,76.096774
367,PASSO FUNDO,2007-08-31,2007,8,128.7,19.248387,13.008387,8.73871,77.427419
368,PASSO FUNDO,2007-09-30,2007,9,268.6,23.443333,17.774667,13.516667,70.95
369,PASSO FUNDO,2007-10-31,2007,10,293.5,24.025806,18.810323,14.787097,76.491935
370,PASSO FUNDO,2007-11-30,2007,11,186.5,25.32,18.926667,13.53,63.1
371,PASSO FUNDO,2007-12-31,2007,12,218.4,29.454839,22.192903,16.645161,65.104839
372,PASSO FUNDO,2008-01-31,2008,1,82.8,28.003226,21.66,16.877419,70.580645
373,PASSO FUNDO,2008-02-29,2008,2,150.2,27.837931,21.298621,16.427586,71.810345
374,PASSO FUNDO,2008-03-31,2008,3,130.0,27.212903,20.589032,16.367742,75.080645
375,PASSO FUNDO,2008-04-30,2008,4,297.3,23.876667,17.160667,12.506667,72.1
376,PASSO FUNDO,2008-05-31,2008,5,102.3,20.729032,14.25871,10.051613,72.532258
377,PASSO FUNDO,2008-06-30,2008,6,232.2,16.74,11.436667,7.843333,79.075
378,PASSO FUNDO,2008-07-31,2008,7,59.8,21.63871,15.270968,11.125806,73.766129
379,PASSO FUNDO,2008-08-31,2008,8,163.1,20.23871,14.639355,10.729032,77.193548
380,PASSO FUNDO,2008-09-30,2008,9,97.5,19.55,13.265333,8.813333,73.2
381,PASSO FUNDO,2008-10-31,2008,10,351.7,22.709677,17.523871,13.73871,77.637097
382,PASSO FUNDO,2008-11-30,2008,11,237.4,27.243333,20.293333,15.133333,66.691667
383,PASSO FUNDO,2008-12-31,2008,12,72.6,29.03871,21.668387,16.158065,63.080645
384,PASSO FUNDO,2009-01-31,2009,1,94.5,27.254839,20.831613,15.967742,73.112903
385,PASSO FUNDO,2009-02-28,2009,2,155.4,28.542857,22.222857,17.860714,75.205357
386,PASSO FUNDO,2009-03-31,2009,3,76.4,28.180645,21.347742,16.767742,74.443548
387,PASSO FUNDO,2009-04-30,2009,4,4.8,27.126667,19.389333,14.3,65.483333
388,PASSO FUNDO,2009-05-31,2009,5,185.0,22.474194,15.763871,11.545161,72.967742
389,PASSO FUNDO,2009-06-30,2009,6,75.2,17.253333,10.991333,7.186667,76.925
390,PASSO FUNDO,2009-07-31,2009,7,222.3,15.751613,10.448387,6.690323,74.733871
391,PASSO FUNDO,2009-08-31,2009,8,268.8,20.964516,14.897419,10.512903,74.370968
392,PASSO FUNDO,2009-09-30,2009,9,489.7,19.313333,14.681333,11.353333,81.908333
393,PASSO FUNDO,2009-10-31,2009,10,133.9,24.422581,17.892903,13.029032,72.282258
394,PASSO FUNDO,2009-11-30,2009,11,349.0,28.576667,22.353333,18.18,78.608333
395,PASSO FUNDO,2009-12-31,2009,12,142.0,28.645161,22.33871,17.767742,73.854839
396,PASSO FUNDO,2010-01-31,2010,1,126.5,28.206452,22.271613,18.309677,80.209677
397,PASSO FUNDO,2010-02-28,2010,2,103.6,29.428571,23.082143,18.903571,78.339286
398,PASSO FUNDO,2010-03-31,2010,3,68.0,27.564516,21.04129,16.432258,75.346774
399,PASSO FUNDO,2010-04-30,2010,4,216.4,23.943333,17.736667,13.42,75.166667
400,PASSO FUNDO,2010-05-31,2010,5,130.9,19.035484,14.054839,10.83871,83.58871
401,PASSO FUNDO,2010-06-30,2010,6,141.7,19.146667,13.362,9.606667,78.6
402,PASSO FUNDO,2010-07-31,2010,7,187.1,18.758065,12.572258,8.345161,79.895161
403,PASSO FUNDO,2010-08-31,2010,8,49.2,19.509677,13.345161,9.035484,73.5
404,PASSO FUNDO,2010-09-30,2010,9,240.0,21.39,15.642,11.596667,75.866667
405,PASSO FUNDO,2010-10-31,2010,10,143.7,23.022581,16.516129,11.419355,69.677419
406,PASSO FUNDO,2010-11-30,2010,11,60.0,26.893333,19.475333,13.46,63.816667
407,PASSO FUNDO,2010-12-31,2010,12,194.4,27.935484,21.520645,16.296774,69.395161
408,PASSO FUNDO,2011-01-31,2011,1,150.4,29.53871,23.026452,18.541935,77.637097
409,PASSO FUNDO,2011-02-28,2011,2,219.4,27.0,21.896429,18.553571,84.3125
410,PASSO FUNDO,2011-03-31,2011,3,219.6,26.454839,20.341935,15.887097,75.25
411,PASSO FUNDO,2011-04-30,2011,4,108.8,25.186667,18.442667,13.906667,73.516667
412,PASSO FUNDO,2011-05-31,2011,5,137.1,19.774194,14.095484,10.6,78.975806
413,PASSO FUNDO,2011-06-30,2011,6,226.7,16.683333,11.406,8.016667,81.858333
414,PASSO FUNDO,2011-07-31,2011,7,340.0,17.593548,12.366452,9.187097,78.822581
415,PASSO FUNDO,2011-08-31,2011,8,254.4,18.954839,13.385161,9.551613,76.983871
416,PASSO FUNDO,2011-09-30,2011,9,47.3,22.11,15.391333,10.143333,68.875
417,PASSO FUNDO,2011-10-31,2011,10,194.7,25.122581,18.334839,13.383871,67.241935
418,PASSO FUNDO,2011-11-30,2011,11,77.1,27.173333,20.158667,14.53,61.3
419,PASSO FUNDO,2011-12-31,2011,12,91.2,28.103226,21.243226,15.445161,60.290323
420,PASSO FUNDO,2012-01-31,2012,1,105.3,29.025806,22.103226,16.945161,69.048387
421,PASSO FUNDO,2012-02-29,2012,2,86.0,31.044828,23.609655,18.603448,68.853448
422,PASSO FUNDO,2012-03-31,2012,3,114.5,28.496774,20.71871,15.212903,64.879032
423,PASSO FUNDO,2012-04-30,2012,4,58.2,24.733333,18.031333,13.44,69.416667
424,PASSO FUNDO,2012-05-31,2012,5,28.5,22.864516,15.683226,10.864516,69.637097
425,PASSO FUNDO,2012-06-30,2012,6,186.6,18.726667,12.957333,9.116667,78.85
426,PASSO FUNDO,2012-07-31,2012,7,209.3,17.264516,11.494839,7.693548,78.604839
427,PASSO FUNDO,2012-08-31,2012,8,28.1,22.493548,16.336129,12.148387,72.75
428,PASSO FUNDO,2012-09-30,2012,9,142.3,23.163333,16.445333,11.616667,68.091667
429,PASSO FUNDO,2012-10-31,2012,10,253.2,24.925806,19.042581,14.454839,71.129032
430,PASSO FUNDO,2012-11-30,2012,11,34.0,28.93,21.678667,15.733333,56.716667
431,PASSO FUNDO,2012-12-31,2012,12,176.3,28.896774,23.014194,18.26129,73.766129
432,PASSO FUNDO,2013-01-31,2013,1,101.8,27.712903,21.347097,15.864516,68.508065
433,PASSO FUNDO,2013-02-28,2013,2,170.5,27.585714,21.368571,17.057143,77.705357
434,PASSO FUNDO,2013-03-31,2013,3,165.9,24.116129,18.350323,14.432258,78.935484
435,PASSO FUNDO,2013-04-30,2013,4,95.7,25.096667,17.900667,12.816667,68.766667
436,PASSO FUNDO,2013-05-31,2013,5,85.2,20.516129,14.554839,10.53871,75.991935
437,PASSO FUNDO,2013-06-30,2013,6,127.6,18.12,13.184,9.78,85.083333
438,PASSO FUNDO,2013-07-31,2013,7,81.4,18.206452,11.972903,7.609677,74.870968
439,PASSO FUNDO,2013-08-31,2013,8,363.6,18.2,11.980645,7.806452,76.177419
440,PASSO FUNDO,2013-09-30,2013,9,184.0,21.026667,15.238,10.85,74.425
441,PASSO FUNDO,2013-10-31,2013,10,186.4,23.777419,17.706667,13.106452,67.766667
442,PASSO FUNDO,2013-11-30,2013,11,103.9,27.776667,20.784,15.41,63.991667
443,PASSO FUNDO,2013-12-31,2013,12,66.4,30.248387,23.229677,17.770968,64.806452
444,PASSO FUNDO,2014-01-31,2014,1,193.7,29.396774,23.168387,18.541935,74.435484
445,PASSO FUNDO,2014-02-28,2014,2,140.8,29.632143,22.610714,18.021429,72.258929
446,PASSO FUNDO,2014-03-31,2014,3,236.4,26.396774,20.179355,15.8,75.467742
447,PASSO FUNDO,2014-04-30,2014,4,137.4,24.133333,18.327333,14.376667,75.883333
448,PASSO FUNDO,2014-05-31,2014,5,222.1,20.06129,14.547097,11.012903,81.322581
449,PASSO FUNDO,2014-06-30,2014,6,284.4,17.29,13.238,10.39,86.208333
450,PASSO FUNDO,2014-07-31,2014,7,108.1,18.790323,13.187742,9.432258,77.725806
451,PASSO FUNDO,2014-08-31,2014,8,126.1,21.53871,14.748387,9.86129,70.774194
452,PASSO FUNDO,2014-09-30,2014,9,261.2,22.403333,16.986667,13.2,78.075
453,PASSO FUNDO,2014-10-31,2014,10,176.8,26.429032,19.782581,14.767742,70.040323
454,PASSO FUNDO,2014-11-30,2014,11,143.6,27.673333,21.214667,15.966667,64.391667
455,PASSO FUNDO,2014-12-31,2014,12,208.0,27.409677,21.682581,17.412903,72.241935
456,PASSO FUNDO,2015-01-31,2015,1,333.5,27.870968,22.007097,17.880645,80.258065
457,PASSO FUNDO,2015-02-28,2015,2,111.8,27.639286,21.730714,17.475,78.455357
458,PASSO FUNDO,2015-03-31,2015,3,43.5,27.719355,21.431613,16.958065,72.169355
459,PASSO FUNDO,2015-04-30,2015,4,147.7,24.84,18.548,14.136667,73.35
460,PASSO FUNDO,2015-05-31,2015,5,166.3,20.258065,15.506452,12.170968,80.733871
461,PASSO FUNDO,2015-06-30,2015,6,172.8,18.77,13.412,9.606667,80.141667
462,PASSO FUNDO,2015-07-31,2015,7,322.5,18.058065,13.318065,9.993548,85.129032
463,PASSO FUNDO,2015-08-31,2015,8,55.0,23.996774,17.68,13.296774,69.5
464,PASSO FUNDO,2015-09-30,2015,9,200.4,22.62,16.282667,11.826667,73.475
465,PASSO FUNDO,2015-10-31,2015,10,264.0,24.058065,18.246452,13.929032,77.91129
466,PASSO FUNDO,2015-11-30,2015,11,208.7,24.98,19.374667,15.316667,78.266667
467,PASSO FUNDO,2015-12-31,2015,12,347.0,26.829032,21.741935,17.812903,79.830645
468,PASSO FUNDO,2016-01-31,2016,1,190.3,29.058065,23.213548,18.622581,71.233871
469,PASSO FUNDO,2016-02-29,2016,2,225.7,28.262069,22.846897,19.068966,81.275862
470,PASSO FUNDO,2016-03-31,2016,3,205.0,25.503226,19.936774,15.877419,77.137097
471,PASSO FUNDO,2016-04-30,2016,4,188.5,26.25,20.189333,16.293333,77.25
472,PASSO FUNDO,2016-05-31,2016,5,72.7,18.283871,13.462581,10.06129,81.201613
473,PASSO FUNDO,2016-06-30,2016,6,19.5,15.65,9.745333,5.403333,74.858333
474,PASSO FUNDO,2016-07-31,2016,7,201.1,18.535484,12.400645,7.970968,76.645161
475,PASSO FUNDO,2016-08-31,2016,8,187.7,19.535484,14.072903,9.977419,76.217742
476,PASSO FUNDO,2016-09-30,2016,9,69.3,21.19,14.556667,9.113333,68.691667
477,PASSO FUNDO,2016-10-31,2016,10,370.2,23.906452,17.463871,12.419355,72.145161
478,PASSO FUNDO,2016-11-30,2016,11,78.5,27.2,19.876,13.773333,59.933333
479,PASSO FUNDO,2016-12-31,2016,12,150.9,27.877419,21.914839,17.093548,70.975806
480,PASSO FUNDO,2017-01-31,2017,1,213.2,28.132258,22.246452,17.870968,78.169355
481,PASSO FUNDO,2017-02-28,2017,2,167.2,27.982143,22.489286,18.342857,78.910714
482,PASSO FUNDO,2017-03-31,2017,3,195.4,26.774194,20.525806,15.932258,75.758065
483,PASSO FUNDO,2017-04-30,2017,4,296.4,23.156667,17.380667,13.183333,74.283333
484,PASSO FUNDO,2017-05-31,2017,5,371.5,20.196774,15.847097,12.732258,84.806452
485,PASSO FUNDO,2017-06-30,2017,6,214.0,18.703333,13.387333,9.316667,80.175
486,PASSO FUNDO,2017-07-31,2017,7,21.3,20.890323,13.678065,8.590323,65.879032
487,PASSO FUNDO,2017-08-31,2017,8,167.1,21.577419,15.025161,10.087097,71.814516
488,PASSO FUNDO,2017-09-30,2017,9,85.5,26.076667,19.346,14.15,70.358333
489,PASSO FUNDO,2017-10-31,2017,10,276.2,23.796774,17.752258,12.906452,72.475806
490,PASSO FUNDO,2017-11-30,2017,11,182.0,26.146667,19.2,13.046667,62.616667
491,PASSO FUNDO,2017-12-31,2017,12,81.6,29.193548,22.468387,16.780645,67.040323
492,PASSO FUNDO,2018-01-31,2018,1,204.8,27.332258,21.679355,17.129032,77.475806
493,PASSO FUNDO,2018-02-28,2018,2,66.2,27.453571,20.789286,15.592857,73.321429
494,PASSO FUNDO,2018-03-31,2018,3,156.8,27.158065,21.03871,16.2,75.379032
495,PASSO FUNDO,2018-04-30,2018,4,77.8,26.983333,20.413333,15.41,70.566667
496,PASSO FUNDO,2018-05-31,2018,5,88.6,21.345161,15.625806,11.2,77.540323
497,PASSO FUNDO,2018-06-30,2018,6,200.5,17.193333,11.750667,7.603333,83.166667
498,PASSO FUNDO,2018-07-31,2018,7,107.5,19.293548,13.516129,9.254839,80.967742
499,PASSO FUNDO,2018-08-31,2018,8,120.9,18.351613,11.903871,6.86129,77.096774
500,PASSO FUNDO,2018-09-30,2018,9,305.5,22.05,16.618667,12.283333,78.4
501,PASSO FUNDO,2018-10-31,2018,10,319.3,23.66129,17.858065,13.170968,75.33871
502,PASSO FUNDO,2018-11-30,2018,11,211.6,27.323333,20.76,15.153333,65.2
503,PASSO FUNDO,2018-12-31,2018,12,123.3,28.558065,21.789032,15.987097,67.096774
504,PASSO FUNDO,2019-01-31,2019,1,153.2,29.064516,23.308387,18.767742,79.209677
505,PASSO FUNDO,2019-02-28,2019,2,204.5,,,,76.535714
506,PASSO FUNDO,2019-03-31,2019,3,124.3,,,,73.0
507,PASSO FUNDO,2019-04-30,2019,4,107.2,,,,
508,PASSO FUNDO,2019-05-31,2019,5,245.0,19.715789,,,86.315789
509,PASSO FUNDO,2019-06-30,2019,6,28.8,22.153333,15.738,11.793333,76.666667
510,PASSO FUNDO,2019-07-31,2019,7,113.4,18.116129,12.306452,8.158065,75.629032
511,PASSO FUNDO,2019-08-31,2019,8,64.3,20.86129,13.607742,8.267742,70.685484
512,PASSO FUNDO,2019-09-30,2019,9,55.8,22.65,16.364,11.086667,69.175
513,PASSO FUNDO,2019-10-31,2019,10,337.0,25.370968,19.381935,14.6,71.572581
514,PASSO FUNDO,2019-11-30,2019,11,115.5,27.476667,21.105333,16.046667,66.683333
515,PASSO FUNDO,2019-12-31,2019,12,47.6,29.7,22.759355,16.990323,58.951613
516,PASSO FUNDO,2020-01-31,2020,1,226.7,28.083871,22.296129,17.612903,71.959677
517,PASSO FUNDO,2020-02-29,2020,2,84.8,27.875862,21.443448,16.57931,68.775862
518,PASSO FUNDO,2020-03-31,2020,3,19.2,29.719355,22.31871,16.648387,60.427419
519,PASSO FUNDO,2020-04-30,2020,4,40.6,24.57,17.386667,12.123333,61.391667
520,PASSO FUNDO,2020-05-31,2020,5,141.2,21.190323,14.290323,9.570968,69.395161
521,PASSO FUNDO,2020-06-30,2020,6,213.3,19.516667,14.625714,10.816667,79.357143
522,PASSO FUNDO,2020-07-31,2020,7,273.7,19.470833,13.2624,9.0,76.25
523,PASSO FUNDO,2020-08-31,2020,8,96.8,21.787097,14.823333,9.929032,68.91129
524,PASSO FUNDO,2020-09-30,2020,9,127.1,24.19,17.588667,12.486667,71.141667
525,PASSO FUNDO,2020-10-31,2020,10,47.4,27.458065,19.631613,13.551613,60.137097
526,PASSO FUNDO,2020-11-30,2020,11,127.1,27.416667,20.290667,14.503333,59.641667
527,PASSO FUNDO,2020-12-31,2020,12,130.6,28.822581,22.163226,17.064516,67.233871
528,PASSO FUNDO,2021-01-31,2021,1,210.2,26.996774,21.772903,17.906452,77.822581
529,PASSO FUNDO,2021-02-28,2021,2,74.4,27.189286,20.859286,16.107143,73.580357
530,PASSO FUNDO,2021-03-31,2021,3,172.8,27.609677,20.984516,16.912903,75.282258
531,PASSO FUNDO,2021-04-30,2021,4,10.8,25.456667,18.362667,13.593333,66.683333
532,PASSO FUNDO,2021-05-31,2021,5,136.6,20.803226,13.956,9.148387,71.604839
533,PASSO FUNDO,2021-06-30,2021,6,188.2,17.486667,12.268667,8.916667,81.491667
534,PASSO FUNDO,2021-07-31,2021,7,34.7,19.152174,12.244348,6.76,67.402174
535,PASSO FUNDO,2021-08-31,2021,8,74.7,,,,
536,PASSO FUNDO,2021-09-30,2021,9,202.0,,,,
537,PASSO FUNDO,2021-10-31,2021,10,172.5,,,,
538,PASSO FUNDO,2021-11-30,2021,11,44.4,,,,
539,PASSO FUNDO,2021-12-31,2021,12,34.3,,,,
540,LAGOA VERMELHA,2007-01-31,2007,1,137.5,26.964516,21.521935,17.316129,
541,LAGOA VERMELHA,2007-02-28,2007,2,242.3,26.646429,20.999286,16.785714,
542,LAGOA VERMELHA,2007-03-31,2007,3,253.9,27.477419,21.347742,17.545161,
543,LAGOA VERMELHA,2007-04-30,2007,4,99.3,24.126667,18.376667,14.55,
544,LAGOA VERMELHA,2007-05-31,2007,5,218.6,17.048387,12.03871,8.390323,
545,LAGOA VERMELHA,2007-06-30,2007,6,53.9,18.353333,13.191333,9.603333,
546,LAGOA VERMELHA,2007-07-31,2007,7,,,,,
547,LAGOA VERMELHA,2007-08-31,2007,8,124.3,19.258065,12.704516,8.122581,
548,LAGOA VERMELHA,2007-09-30,2007,9,223.1,22.593333,16.836667,12.59,
549,LAGOA VERMELHA,2007-10-31,2007,10,147.3,22.903226,17.82,13.970968,
550,LAGOA VERMELHA,2007-11-30,2007,11,160.9,23.886667,17.844,12.813333,
551,LAGOA VERMELHA,2007-12-31,2007,12,143.7,27.709677,21.076774,15.893548,
552,LAGOA VERMELHA,2008-01-31,2008,1,82.1,25.980645,20.395484,16.080645,
553,LAGOA VERMELHA,2008-02-29,2008,2,54.3,26.610345,20.29931,15.486207,
554,LAGOA VERMELHA,2008-03-31,2008,3,101.3,25.577419,19.502581,15.406452,
555,LAGOA VERMELHA,2008-04-30,2008,4,159.9,22.323333,16.353333,12.276667,
556,LAGOA VERMELHA,2008-05-31,2008,5,90.1,19.629032,13.558065,9.522581,74.625
557,LAGOA VERMELHA,2008-06-30,2008,6,132.8,15.92,10.907333,7.366667,81.291667
558,LAGOA VERMELHA,2008-07-31,2008,7,45.6,20.9,14.684516,10.812903,74.645161
559,LAGOA VERMELHA,2008-08-31,2008,8,104.5,19.76129,14.124516,10.345161,76.612903
560,LAGOA VERMELHA,2008-09-30,2008,9,111.7,18.786667,12.564667,8.103448,76.137931
561,LAGOA VERMELHA,2008-10-31,2008,10,302.2,21.303226,16.394839,13.025806,81.790323
562,LAGOA VERMELHA,2008-11-30,2008,11,169.8,24.413333,18.453333,14.346667,76.275
563,LAGOA VERMELHA,2008-12-31,2008,12,85.0,26.941935,20.317419,15.16129,65.693548
564,LAGOA VERMELHA,2009-01-31,2009,1,90.3,25.858065,19.927742,15.574194,72.298387
565,LAGOA VERMELHA,2009-02-28,2009,2,107.4,27.1,21.278571,17.378571,78.375
566,LAGOA VERMELHA,2009-03-31,2009,3,22.0,26.990323,20.66,16.533333,75.975806
567,LAGOA VERMELHA,2009-04-30,2009,4,9.0,25.6,18.252,13.48,69.316667
568,LAGOA VERMELHA,2009-05-31,2009,5,131.7,21.16129,15.087742,10.974194,74.540323
569,LAGOA VERMELHA,2009-06-30,2009,6,92.2,16.44,10.46,6.873333,78.6
570,LAGOA VERMELHA,2009-07-31,2009,7,172.9,15.683871,10.259355,6.729032,75.774194
571,LAGOA VERMELHA,2009-08-31,2009,8,207.6,20.641935,14.385161,9.903226,74.032258
572,LAGOA VERMELHA,2009-09-30,2009,9,428.8,18.753333,13.930667,10.66,84.983333
573,LAGOA VERMELHA,2009-10-31,2009,10,131.6,23.174194,17.049032,12.574194,75.016129
574,LAGOA VERMELHA,2009-11-30,2009,11,225.2,27.56,21.576,17.526667,79.041667
575,LAGOA VERMELHA,2009-12-31,2009,12,117.0,27.341935,21.331613,17.167742,74.217742
576,LAGOA VERMELHA,2010-01-31,2010,1,289.1,26.535484,21.317419,17.722581,82.064516
577,LAGOA VERMELHA,2010-02-28,2010,2,284.3,28.160714,22.052857,17.878571,79.0
578,LAGOA VERMELHA,2010-03-31,2010,3,114.0,25.493548,19.64,15.551613,79.040323
579,LAGOA VERMELHA,2010-04-30,2010,4,225.7,22.206667,16.736667,12.823333,77.2
580,LAGOA VERMELHA,2010-05-31,2010,5,146.4,17.796774,13.19871,9.970968,86.145161
581,LAGOA VERMELHA,2010-06-30,2010,6,151.7,17.82,12.448,8.56,80.05
582,LAGOA VERMELHA,2010-07-31,2010,7,155.3,18.458065,12.244516,7.896774,78.322581
583,LAGOA VERMELHA,2010-08-31,2010,8,66.3,,,8.225806,72.459677
